Description,Chamber,Created date,Energy Policy Index,URL
Relating to the permissible uses of the bilingual education allotment provided under the foundation school program.,House,2023-01-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01209I.HTM
Recognizing Jennifer Jones on the occasion of her retirement.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00152F.HTM
Relating to the issuance of license plates commemorating  the 100th anniversary of the writing of the state song.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02323I.HTM
Relating to prohibited vaccination status discrimination and requirements for COVID-19 vaccines; authorizing administrative penalties.,Senate,2022-12-20,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00308I.HTM
Relating to protections for pregnant and parenting students enrolled in public institutions of higher education.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00412I.HTM
Relating to raising the age limit to purchase certain weapons.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00145I.HTM
Relating to patient access to prescription drugs for off-label use for COVID-19 treatment.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00426I.HTM
Relating to a pilot project to provide emergency telemedicine medical services and telehealth services in rural areas.,Senate,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00251I.HTM
Relating to the authority of a municipality to regulate statewide commerce.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00149I.HTM
Relating to prohibiting the physical restraint of or use of chemical irritants on certain public school students by peace officers and school security personnel under certain circumstances.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00133I.HTM
Relating to the burden of proof in a suit or administrative proceeding to establish that an area is subject to the public beach easement.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00434I.HTM
Relating to the eligibility of a person employed by a school district as a teacher to serve on the appraisal review board of an appraisal district.,Senate,2023-01-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00361I.HTM
Relating to conditions on the continued receipt of tuition and fee benefits at public institutions of higher education for senior citizens.,Senate,2022-12-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00286I.HTM
Relating to protections for pregnant and parenting students enrolled in public institutions of higher education.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00413I.HTM
Relating to the immunization data included in and excluded from the immunization registry.,Senate,2023-01-03,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00342I.HTM
Relating to authorizing certain election precincts to consolidate.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00924I.HTM
Relating to computerized fee records in criminal cases.,Senate,2023-01-11,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00381I.HTM
Relating to the designation of a portion of State Highway 19 as the Mildred McMillan Garrett Memorial Bridge.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00414I.HTM
Relating to the repeal of and exceptions to certain laws prohibiting abortion.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00122I.HTM
Relating to the availability on the Internet of certain registrations and reports filed by lobbyists.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00216I.HTM
Relating to the authority of a political subdivision to regulate certain activities.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02350I.HTM
"Relating to the applicability of certain requirements relating to parental rights, open records, and public information to school districts designated as districts of innovation.",Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00421I.HTM
Relating to education and training for peace officers on interacting with persons with Alzheimer's disease and other dementias.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00443I.HTM
Recognizing the fourth Wednesday of February as Hypertrophic Cardiomyopathy Awareness Day in Texas.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00169F.HTM
Relating to a conveyance of real property subject to an unexpired residential lease.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02376I.HTM
Relating to the limitation on the number of baccalaureate degree programs a public junior college may offer.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00428I.HTM
Relating to an early agreement credit for the purchase of attendance credit under the public school finance system.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02378I.HTM
Relating to the procedure for delivery by a chief appraiser of a form for reapplying for the appraisal of land for ad valorem tax purposes as agricultural or open-space land.,Senate,2022-12-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00289I.HTM
Relating to complaints filed with the Texas Ethics Commission.,Senate,2022-12-20,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00320I.HTM
Relating to family and medical leave.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02298I.HTM
Relating to health benefit coverage for hearing aids for children and adults.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00051I.HTM
Proposing a constitutional amendment establishing the right to be free from governmental intrusion or interference into an individual's private life.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SJ00023I.HTM
Relating to the service area of the Blinn Junior College District.,Senate,2023-01-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00364I.HTM
Relating to court orders to aid an investigation by the Department of Family and Protective Services.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00388I.HTM
Relating to requiring certain institutions of higher education to enter into an agreement to offer undergraduate courses in Texas History.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00427I.HTM
Relating to COVID-19 prevention and treatment information provided to individuals receiving a COVID-19 viral test.,Senate,2022-12-20,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00309I.HTM
Relating to court deposition and transcription services and fees and to court reporters and certified court interpreters; establishing a civil penalty.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02383I.HTM
"Relating to procedures applicable to municipal consideration of building permits, plats, and certain land development plans.",Senate,2022-12-02,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00259I.HTM
Relating to criminal history record information checks for applicants for employment and employees of group homes; creating a criminal offense.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00188I.HTM
Relating to increasing the expenditure requirement for the bilingual education allotment under the Foundation School Program.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00442I.HTM
Relating to employment verification of certain health facility applicants.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00229I.HTM
Relating to the authority of a county to require photo identification to file certain documents with the county clerk.,Senate,2022-12-20,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00319I.HTM
Relating to the establishment of the Texas Promise Grant Program for certain students at public institutions of higher education.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00034I.HTM
Relating to participation of the members of the Texas Workforce Commission in certain functions of the Tri-Agency Workforce Initiative.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00236I.HTM
Relating to the Medicaid eligibility of certain women following a pregnancy.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00073I.HTM
Relating to the effect of the category of the motor vehicle dealer general distinguishing number issued by the Texas Department of Motor Vehicles and held by a person on the appraisal for ad valorem tax purposes of the person's motor vehicle inventory.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00138I.HTM
Relating to requirements for certain skills development fund grant proposals.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02368I.HTM
Relating to the disclosure of a voted ballot under the public information law.,Senate,2022-12-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00292I.HTM
Relating to the eligibility of certain children of classroom teachers for enrollment in a free prekindergarten program.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00089I.HTM
Relating to electronic voter registration.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00092I.HTM
Relating to the criminal offense of hazing.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00037I.HTM
Relating to publication of notices by a governmental entity on the Internet websites of a newspaper and the Texas Press Association.,Senate,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00943I.HTM
"Recognizing February 15, 2023, as Best Southwest Partnership Day at the State Capitol.",House,2023-01-26,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00095F.HTM
Relating to the authority of the Health and Human Services Commission's office of the ombudsman to resolve complaints against the Department of Family and Protective Services.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00181I.HTM
Proposing a constitutional amendment prohibiting the enactment of a law imposing an occupation tax on certain entities that enter into transactions conveying securities or imposing a tax on certain securities transactions.,Senate,2022-12-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SJ00024I.HTM
Relating to cooperation with other states to maintain voter registration lists.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00399I.HTM
"Relating to prescribing, dispensing, administering, or otherwise providing ivermectin or hydroxychloroquine sulfate.",Senate,2022-12-20,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00301I.HTM
Relating to the eligibility of land to continue to be appraised for ad valorem tax purposes as qualified open-space land following a transfer to a surviving spouse or surviving child.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02354I.HTM
Relating to the renewal of a declared state of disaster.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00098I.HTM
Relating to the authority of the board of trustees of a school district to exclude the use of district buildings as polling places and to the designation of days a school district campus is used as a polling place as staff development days.,Senate,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00961I.HTM
Declaring gun violence a public health crisis.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SC00001I.HTM
Relating to the establishment of the Texas Promise Grant Program for certain students at two-year public institutions of higher education.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00035I.HTM
